"시점","자치구별(1)","자치구별(2)",시간대별(1),시간대별(2),발생건수,사망자수,부상자수
"2020","합계","은평구",합계,18시-20시,126,1,198
"2020","합계","은평구",합계,20시-22시,99,-,153
"2020","합계","은평구",합계,22시-24시,90,3,132
"2020","합계","서대문구",합계,소계,928,6,1256
"2020","합계","서대문구",합계,00시-02시,50,1,70
"2020","합계","서대문구",합계,02시-04시,26,1,36
"2020","합계","서대문구",합계,04시-06시,24,1,28
"2020","합계","서대문구",합계,06시-08시,49,-,68
"2020","합계","서대문구",합계,08시-10시,90,1,115
"2020","합계","서대문구",합계,10시-12시,84,-,103
"2020","합계","서대문구",합계,12시-14시,113,-,152
"2020","합계","서대문구",합계,14시-16시,111,2,149
"2020","합계","서대문구",합계,16시-18시,116,-,162
"2020","합계","서대문구",합계,18시-20시,125,-,177
"2020","합계","서대문구",합계,20시-22시,78,-,109
"2020","합계","서대문구",합계,22시-24시,62,-,87
"2020","합계","마포구",합계,소계,1272,13,1754
"2020","합계","마포구",합계,00시-02시,105,2,156
"2020","합계","마포구",합계,02시-04시,62,1,96
"2020","합계","마포구",합계,04시-06시,42,-,59
"2020","합계","마포구",합계,06시-08시,38,2,45
"2020","합계","마포구",합계,08시-10시,91,-,120
"2020","합계","마포구",합계,10시-12시,112,-,155
"2020","합계","마포구",합계,12시-14시,109,3,141
"2020","합계","마포구",합계,14시-16시,109,1,152
"2020","합계","마포구",합계,16시-18시,157,-,220
"2020","합계","마포구",합계,18시-20시,183,1,238
"2020","합계","마포구",합계,20시-22시,147,3,208
"2020","합계","마포구",합계,22시-24시,117,-,164
"2020","합계","양천구",합계,소계,1344,7,1829
"2020","합계","양천구",합계,00시-02시,65,1,97
"2020","합계","양천구",합계,02시-04시,32,-,59
"2020","합계","양천구",합계,04시-06시,31,-,48
"2020","합계","양천구",합계,06시-08시,75,-,97
"2020","합계","양천구",합계,08시-10시,128,1,175
"2020","합계","양천구",합계,10시-12시,120,-,154
"2020","합계","양천구",합계,12시-14시,159,1,210
"2020","합계","양천구",합계,14시-16시,156,1,196
"2020","합계","양천구",합계,16시-18시,169,1,225
"2020","합계","양천구",합계,18시-20시,174,2,238
"2020","합계","양천구",합계,20시-22시,142,-,190
"2020","합계","양천구",합계,22시-24시,93,-,140
"2020","합계","강서구",합계,소계,1575,17,2131
"2020","합계","강서구",합계,00시-02시,90,1,130
"2020","합계","강서구",합계,02시-04시,42,-,64
"2020","합계","강서구",합계,04시-06시,43,3,57
"2020","합계","강서구",합계,06시-08시,95,2,127
"2020","합계","강서구",합계,08시-10시,125,2,161
"2020","합계","강서구",합계,10시-12시,132,2,166
"2020","합계","강서구",합계,12시-14시,166,3,266
"2020","합계","강서구",합계,14시-16시,189,1,252
"2020","합계","강서구",합계,16시-18시,173,2,218
"2020","합계","강서구",합계,18시-20시,196,-,266
"2020","합계","강서구",합계,20시-22시,187,1,237
"2020","합계","강서구",합계,22시-24시,137,-,187
"2020","합계","구로구",합계,소계,1325,10,1810
"2020","합계","구로구",합계,00시-02시,80,1,146
"2020","합계","구로구",합계,02시-04시,59,1,87
"2020","합계","구로구",합계,04시-06시,45,-,59
"2020","합계","구로구",합계,06시-08시,73,1,111
"2020","합계","구로구",합계,08시-10시,127,2,145
"2020","합계","구로구",합계,10시-12시,122,-,157
"2020","합계","구로구",합계,12시-14시,123,-,154
"2020","합계","구로구",합계,14시-16시,129,3,169
"2020","합계","구로구",합계,16시-18시,157,-,215
"2020","합계","구로구",합계,18시-20시,165,2,211
"2020","합계","구로구",합계,20시-22시,131,-,196
"2020","합계","구로구",합계,22시-24시,114,-,160
"2020","합계","금천구",합계,소계,810,6,1084
"2020","합계","금천구",합계,00시-02시,51,-,71
"2020","합계","금천구",합계,02시-04시,25,1,34
"2020","합계","금천구",합계,04시-06시,31,1,38
"2020","합계","금천구",합계,06시-08시,31,-,45
"2020","합계","금천구",합계,08시-10시,74,-,95
"2020","합계","금천구",합계,10시-12시,66,1,91
"2020","합계","금천구",합계,12시-14시,79,-,102
"2020","합계","금천구",합계,14시-16시,81,-,115
"2020","합계","금천구",합계,16시-18시,86,-,118
"2020","합계","금천구",합계,18시-20시,111,2,145
"2020","합계","금천구",합계,20시-22시,106,-,139
"2020","합계","금천구",합계,22시-24시,69,1,91
"2020","합계","영등포구",합계,소계,2208,7,3102
"2020","합계","영등포구",합계,00시-02시,111,1,162
"2020","합계","영등포구",합계,02시-04시,73,2,122
"2020","합계","영등포구",합계,04시-06시,64,-,109
"2020","합계","영등포구",합계,06시-08시,118,-,172
"2020","합계","영등포구",합계,08시-10시,186,-,249
"2020","합계","영등포구",합계,10시-12시,211,2,289
"2020","합계","영등포구",합계,12시-14시,223,-,301
"2020","합계","영등포구",합계,14시-16시,247,-,349
"2020","합계","영등포구",합계,16시-18시,267,-,353
"2020","합계","영등포구",합계,18시-20시,310,-,409
"2020","합계","영등포구",합계,20시-22시,240,1,347
"2020","합계","영등포구",합계,22시-24시,158,1,240
"2020","합계","동작구",합계,소계,1307,10,1819
"2020","합계","동작구",합계,00시-02시,68,1,110
"2020","합계","동작구",합계,02시-04시,30,-,44
"2020","합계","동작구",합계,04시-06시,46,-,76
"2020","합계","동작구",합계,06시-08시,73,2,91
"2020","합계","동작구",합계,08시-10시,115,1,159
"2020","합계","동작구",합계,10시-12시,121,2,167
"2020","합계","동작구",합계,12시-14시,138,-,199
"2020","합계","동작구",합계,14시-16시,136,1,178
"2020","합계","동작구",합계,16시-18시,158,-,218
"2020","합계","동작구",합계,18시-20시,176,1,229
"2020","합계","동작구",합계,20시-22시,134,1,177
"2020","합계","동작구",합계,22시-24시,112,1,171
"2020","합계","관악구",합계,소계,1444,13,1819
"2020","합계","관악구",합계,00시-02시,94,-,127
"2020","합계","관악구",합계,02시-04시,58,1,67
"2020","합계","관악구",합계,04시-06시,53,3,58
"2020","합계","관악구",합계,06시-08시,60,-,71
"2020","합계","관악구",합계,08시-10시,129,1,155
"2020","합계","관악구",합계,10시-12시,144,1,181
"2020","합계","관악구",합계,12시-14시,152,2,193
"2020","합계","관악구",합계,14시-16시,140,1,179
"2020","합계","관악구",합계,16시-18시,147,-,176
"2020","합계","관악구",합계,18시-20시,190,1,261
"2020","합계","관악구",합계,20시-22시,153,-,186
"2020","합계","관악구",합계,22시-24시,124,3,165
"2020","합계","서초구",합계,소계,2250,9,3075
"2020","합계","서초구",합계,00시-02시,109,1,161
"2020","합계","서초구",합계,02시-04시,54,-,74
"2020","합계","서초구",합계,04시-06시,45,-,77
"2020","합계","서초구",합계,06시-08시,98,-,123
"2020","합계","서초구",합계,08시-10시,191,-,256
"2020","합계","서초구",합계,10시-12시,232,2,326
"2020","합계","서초구",합계,12시-14시,239,1,314
"2020","합계","서초구",합계,14시-16시,280,2,413
"2020","합계","서초구",합계,16시-18시,307,-,409
"2020","합계","서초구",합계,18시-20시,302,-,389
"2020","합계","서초구",합계,20시-22시,212,1,283
"2020","합계","서초구",합계,22시-24시,181,2,250
"2020","합계","강남구",합계,소계,3752,17,5189
"2020","합계","강남구",합계,00시-02시,230,1,355
"2020","합계","강남구",합계,02시-04시,144,1,225
"2020","합계","강남구",합계,04시-06시,113,3,163
"2020","합계","강남구",합계,06시-08시,131,-,171
"2020","합계","강남구",합계,08시-10시,294,-,384
"2020","합계","강남구",합계,10시-12시,350,1,471
"2020","합계","강남구",합계,12시-14시,403,1,523
"2020","합계","강남구",합계,14시-16시,397,2,546
"2020","합계","강남구",합계,16시-18시,450,-,602
"2020","합계","강남구",합계,18시-20시,529,1,732
"2020","합계","강남구",합계,20시-22시,392,2,553
"2020","합계","강남구",합계,22시-24시,319,5,464
"2020","합계","송파구",합계,소계,2595,11,3509
"2020","합계","송파구",합계,00시-02시,130,1,181
"2020","합계","송파구",합계,02시-04시,68,2,105
"2020","합계","송파구",합계,04시-06시,64,3,98
"2020","합계","송파구",합계,06시-08시,113,1,150
"2020","합계","송파구",합계,08시-10시,231,-,287
"2020","합계","송파구",합계,10시-12시,243,-,302
"2020","합계","송파구",합계,12시-14시,281,-,381
"2020","합계","송파구",합계,14시-16시,279,1,379
"2020","합계","송파구",합계,16시-18시,362,1,492
"2020","합계","송파구",합계,18시-20시,359,2,477
"2020","합계","송파구",합계,20시-22시,254,-,349
"2020","합계","송파구",합계,22시-24시,211,-,308
"2020","합계","강동구",합계,소계,1268,7,1600
"2020","합계","강동구",합계,00시-02시,52,-,77
"2020","합계","강동구",합계,02시-04시,29,-,38
"2020","합계","강동구",합계,04시-06시,40,-,49
"2020","합계","강동구",합계,06시-08시,57,1,78
"2020","합계","강동구",합계,08시-10시,105,-,123
"2020","합계","강동구",합계,10시-12시,116,-,149
"2020","합계","강동구",합계,12시-14시,136,-,173
"2020","합계","강동구",합계,14시-16시,167,1,200
"2020","합계","강동구",합계,16시-18시,173,2,232
"2020","합계","강동구",합계,18시-20시,180,-,223
"2020","합계","강동구",합계,20시-22시,117,1,143
"2020","합계","강동구",합계,22시-24시,96,2,115
"2021","합계","소계",합계,소계,33913,243,45223
"2021","합계","소계",합계,00시-02시,1116,15,1602
"2021","합계","소계",합계,02시-04시,544,16,728
"2021","합계","소계",합계,04시-06시,653,20,877
"2021","합계","소계",합계,06시-08시,1459,30,1846
"2021","합계","소계",합계,08시-10시,2951,17,3805
"2021","합계","소계",합계,10시-12시,3388,27,4440
"2021","합계","소계",합계,12시-14시,3972,25,5212
"2021","합계","소계",합계,14시-16시,3912,20,5285
"2021","합계","소계",합계,16시-18시,4298,14,5627
"2021","합계","소계",합계,18시-20시,4833,21,6348
"2021","합계","소계",합계,20시-22시,3748,17,5084
"2021","합계","소계",합계,22시-24시,3039,21,4369
"2021","합계","종로구",합계,소계,778,6,1050
"2021","합계","종로구",합계,00시-02시,31,1,43
"2021","합계","종로구",합계,02시-04시,12,-,15
"2021","합계","종로구",합계,04시-06시,16,-,20
"2021","합계","종로구",합계,06시-08시,25,2,30
"2021","합계","종로구",합계,08시-10시,74,-,89
"2021","합계","종로구",합계,10시-12시,96,-,135
"2021","합계","종로구",합계,12시-14시,107,1,144
"2021","합계","종로구",합계,14시-16시,90,-,124
"2021","합계","종로구",합계,16시-18시,86,1,114
"2021","합계","종로구",합계,18시-20시,101,-,133
"2021","합계","종로구",합계,20시-22시,63,-,92
"2021","합계","종로구",합계,22시-24시,77,1,111
"2021","합계","중구",합계,소계,854,3,1156
"2021","합계","중구",합계,00시-02시,27,-,36
"2021","합계","중구",합계,02시-04시,28,-,35
"2021","합계","중구",합계,04시-06시,19,1,20
"2021","합계","중구",합계,06시-08시,34,-,44
"2021","합계","중구",합계,08시-10시,61,-,76
"2021","합계","중구",합계,10시-12시,83,-,106
"2021","합계","중구",합계,12시-14시,116,1,144
"2021","합계","중구",합계,14시-16시,96,-,149
"2021","합계","중구",합계,16시-18시,81,1,103
"2021","합계","중구",합계,18시-20시,138,-,184
"2021","합계","중구",합계,20시-22시,90,-,136
"2021","합계","중구",합계,22시-24시,81,-,123
"2021","합계","용산구",합계,소계,1014,5,1369
"2021","합계","용산구",합계,00시-02시,33,-,49
"2021","합계","용산구",합계,02시-04시,17,-,22
"2021","합계","용산구",합계,04시-06시,17,1,26
"2021","합계","용산구",합계,06시-08시,36,-,46
"2021","합계","용산구",합계,08시-10시,93,-,135
"2021","합계","용산구",합계,10시-12시,98,1,119
"2021","합계","용산구",합계,12시-14시,97,-,142
"2021","합계","용산구",합계,14시-16시,118,1,167
"2021","합계","용산구",합계,16시-18시,128,1,168
"2021","합계","용산구",합계,18시-20시,165,1,203
"2021","합계","용산구",합계,20시-22시,101,-,142
"2021","합계","용산구",합계,22시-24시,111,-,150
"2021","합계","성동구",합계,소계,1057,8,1362
"2021","합계","성동구",합계,00시-02시,39,-,60
"2021","합계","성동구",합계,02시-04시,15,2,20
"2021","합계","성동구",합계,04시-06시,17,1,24
"2021","합계","성동구",합계,06시-08시,54,1,74
"2021","합계","성동구",합계,08시-10시,89,1,114
"2021","합계","성동구",합계,10시-12시,124,-,148
"2021","합계","성동구",합계,12시-14시,114,2,129
"2021","합계","성동구",합계,14시-16시,103,-,136
"2021","합계","성동구",합계,16시-18시,132,-,163
"2021","합계","성동구",합계,18시-20시,143,-,197
"2021","합계","성동구",합계,20시-22시,102,-,120
"2021","합계","성동구",합계,22시-24시,125,1,177
"2021","합계","광진구",합계,소계,922,4,1216
"2021","합계","광진구",합계,00시-02시,44,-,64
"2021","합계","광진구",합계,02시-04시,14,2,17
"2021","합계","광진구",합계,04시-06시,13,-,18
"2021","합계","광진구",합계,06시-08시,33,2,39
"2021","합계","광진구",합계,08시-10시,87,-,115
"2021","합계","광진구",합계,10시-12시,93,-,108
"2021","합계","광진구",합계,12시-14시,87,-,124
"2021","합계","광진구",합계,14시-16시,103,-,138
"2021","합계","광진구",합계,16시-18시,122,-,162
"2021","합계","광진구",합계,18시-20시,121,-,163
"2021","합계","광진구",합계,20시-22시,114,-,140
"2021","합계","광진구",합계,22시-24시,91,-,128
"2021","합계","동대문구",합계,소계,1390,17,1656
"2021","합계","동대문구",합계,00시-02시,45,-,58
"2021","합계","동대문구",합계,02시-04시,24,-,35
"2021","합계","동대문구",합계,04시-06시,31,2,33
"2021","합계","동대문구",합계,06시-08시,67,2,73
"2021","합계","동대문구",합계,08시-10시,151,-,171
"2021","합계","동대문구",합계,10시-12시,154,3,187
"2021","합계","동대문구",합계,12시-14시,195,1,222
"2021","합계","동대문구",합계,14시-16시,159,3,195
"2021","합계","동대문구",합계,16시-18시,158,2,187
"2021","합계","동대문구",합계,18시-20시,169,2,198
"2021","합계","동대문구",합계,20시-22시,124,1,153
"2021","합계","동대문구",합계,22시-24시,113,1,144
"2021","합계","중랑구",합계,소계,1373,7,1826
"2021","합계","중랑구",합계,00시-02시,40,-,55
"2021","합계","중랑구",합계,02시-04시,14,2,20
"2021","합계","중랑구",합계,04시-06시,29,-,31
"2021","합계","중랑구",합계,06시-08시,66,-,97
"2021","합계","중랑구",합계,08시-10시,110,-,143
"2021","합계","중랑구",합계,10시-12시,142,-,204
"2021","합계","중랑구",합계,12시-14시,157,2,186
"2021","합계","중랑구",합계,14시-16시,172,-,223
"2021","합계","중랑구",합계,16시-18시,186,-,246
"2021","합계","중랑구",합계,18시-20시,196,2,268
"2021","합계","중랑구",합계,20시-22시,138,-,182
"2021","합계","중랑구",합계,22시-24시,123,1,171
"2021","합계","성북구",합계,소계,1285,15,1606
"2021","합계","성북구",합계,00시-02시,27,1,35
"2021","합계","성북구",합계,02시-04시,18,2,22
"2021","합계","성북구",합계,04시-06시,26,-,34
"2021","합계","성북구",합계,06시-08시,61,-,73
"2021","합계","성북구",합계,08시-10시,134,2,151
"2021","합계","성북구",합계,10시-12시,125,2,161
"2021","합계","성북구",합계,12시-14시,149,2,184
"2021","합계","성북구",합계,14시-16시,148,1,183
"2021","합계","성북구",합계,16시-18시,164,2,206
"2021","합계","성북구",합계,18시-20시,161,2,192
"2021","합계","성북구",합계,20시-22시,157,-,205
"2021","합계","성북구",합계,22시-24시,115,1,160
"2021","합계","강북구",합계,소계,1017,6,1302
"2021","합계","강북구",합계,00시-02시,39,-,59
"2021","합계","강북구",합계,02시-04시,23,-,31
"2021","합계","강북구",합계,04시-06시,20,-,30
"2021","합계","강북구",합계,06시-08시,47,3,53
"2021","합계","강북구",합계,08시-10시,90,-,111
"2021","합계","강북구",합계,10시-12시,76,1,97
"2021","합계","강북구",합계,12시-14시,127,-,166
"2021","합계","강북구",합계,14시-16시,118,-,145
"2021","합계","강북구",합계,16시-18시,133,1,160
"2021","합계","강북구",합계,18시-20시,122,-,145
"2021","합계","강북구",합계,20시-22시,137,1,181
"2021","합계","강북구",합계,22시-24시,85,-,124
"2021","합계","도봉구",합계,소계,591,3,768
"2021","합계","도봉구",합계,00시-02시,23,-,35
"2021","합계","도봉구",합계,02시-04시,6,-,6
"2021","합계","도봉구",합계,04시-06시,11,-,13
"2021","합계","도봉구",합계,06시-08시,18,-,22
"2021","합계","도봉구",합계,08시-10시,53,-,71
"2021","합계","도봉구",합계,10시-12시,57,-,70
"2021","합계","도봉구",합계,12시-14시,63,1,76
"2021","합계","도봉구",합계,14시-16시,79,-,104
"2021","합계","도봉구",합계,16시-18시,92,-,113
"2021","합계","도봉구",합계,18시-20시,75,1,94
"2021","합계","도봉구",합계,20시-22시,63,-,86
"2021","합계","도봉구",합계,22시-24시,51,1,78
"2021","합계","노원구",합계,소계,1413,8,1940
"2021","합계","노원구",합계,00시-02시,34,2,46
"2021","합계","노원구",합계,02시-04시,20,-,25
"2021","합계","노원구",합계,04시-06시,33,-,43
"2021","합계","노원구",합계,06시-08시,63,2,77
"2021","합계","노원구",합계,08시-10시,139,1,187
"2021","합계","노원구",합계,10시-12시,153,-,200
"2021","합계","노원구",합계,12시-14시,155,-,213
"2021","합계","노원구",합계,14시-16시,167,-,239
"2021","합계","노원구",합계,16시-18시,191,-,261
"2021","합계","노원구",합계,18시-20시,186,-,263
"2021","합계","노원구",합계,20시-22시,159,2,211
"2021","합계","노원구",합계,22시-24시,113,1,175
"2021","합계","은평구",합계,소계,867,11,1218
"2021","합계","은평구",합계,00시-02시,25,-,32
"2021","합계","은평구",합계,02시-04시,18,1,23
"2021","합계","은평구",합계,04시-06시,23,-,33
"2021","합계","은평구",합계,06시-08시,51,2,74
"2021","합계","은평구",합계,08시-10시,84,2,121
"2021","합계","은평구",합계,10시-12시,70,2,93
"2021","합계","은평구",합계,12시-14시,103,1,138
"2021","합계","은평구",합계,14시-16시,99,2,142
"2021","합계","은평구",합계,16시-18시,110,-,139
"2021","합계","은평구",합계,18시-20시,121,-,200
"2021","합계","은평구",합계,20시-22시,95,-,126
"2021","합계","은평구",합계,22시-24시,68,1,97
"2021","합계","서대문구",합계,소계,930,9,1206
"2021","합계","서대문구",합계,00시-02시,28,1,39
"2021","합계","서대문구",합계,02시-04시,19,2,26
"2021","합계","서대문구",합계,04시-06시,16,-,21
"2021","합계","서대문구",합계,06시-08시,47,2,52
"2021","합계","서대문구",합계,08시-10시,73,1,93
"2021","합계","서대문구",합계,10시-12시,84,1,101
"2021","합계","서대문구",합계,12시-14시,109,-,138
"2021","합계","서대문구",합계,14시-16시,108,-,144
"2021","합계","서대문구",합계,16시-18시,124,-,157
"2021","합계","서대문구",합계,18시-20시,145,-,192
"2021","합계","서대문구",합계,20시-22시,100,1,136
"2021","합계","서대문구",합계,22시-24시,77,1,107
"2021","합계","마포구",합계,소계,1102,14,1573
"2021","합계","마포구",합계,00시-02시,44,1,59
"2021","합계","마포구",합계,02시-04시,20,-,31
"2021","합계","마포구",합계,04시-06시,21,3,31
"2021","합계","마포구",합계,06시-08시,44,-,55
"2021","합계","마포구",합계,08시-10시,100,2,134
"2021","합계","마포구",합계,10시-12시,108,1,158
"2021","합계","마포구",합계,12시-14시,108,3,152
"2021","합계","마포구",합계,14시-16시,122,1,177
"2021","합계","마포구",합계,16시-18시,115,2,159
"2021","합계","마포구",합계,18시-20시,135,-,189
"2021","합계","마포구",합계,20시-22시,150,-,228
"2021","합계","마포구",합계,22시-24시,135,1,200
"2021","합계","양천구",합계,소계,1305,14,1692
"2021","합계","양천구",합계,00시-02시,38,1,53
"2021","합계","양천구",합계,02시-04시,8,1,7
"2021","합계","양천구",합계,04시-06시,18,1,21
"2021","합계","양천구",합계,06시-08시,78,2,94
"2021","합계","양천구",합계,08시-10시,125,-,150
"2021","합계","양천구",합계,10시-12시,114,1,161
"2021","합계","양천구",합계,12시-14시,136,1,163
"2021","합계","양천구",합계,14시-16시,177,3,229
"2021","합계","양천구",합계,16시-18시,169,2,222
"2021","합계","양천구",합계,18시-20시,204,1,255
"2021","합계","양천구",합계,20시-22시,138,1,190
"2021","합계","양천구",합계,22시-24시,100,-,147
"2021","합계","강서구",합계,소계,1501,13,2042
"2021","합계","강서구",합계,00시-02시,47,1,60
"2021","합계","강서구",합계,02시-04시,27,-,39
"2021","합계","강서구",합계,04시-06시,24,2,35
"2021","합계","강서구",합계,06시-08시,67,-,95
"2021","합계","강서구",합계,08시-10시,116,1,178
"2021","합계","강서구",합계,10시-12시,143,3,181
"2021","합계","강서구",합계,12시-14시,154,1,196
"2021","합계","강서구",합계,14시-16시,163,2,223
"2021","합계","강서구",합계,16시-18시,207,-,266
"2021","합계","강서구",합계,18시-20시,227,2,319
"2021","합계","강서구",합계,20시-22시,194,1,253
"2021","합계","강서구",합계,22시-24시,132,-,197
"2021","합계","구로구",합계,소계,1350,9,1729
"2021","합계","구로구",합계,00시-02시,29,1,47
"2021","합계","구로구",합계,02시-04시,22,1,28
"2021","합계","구로구",합계,04시-06시,43,2,63
"2021","합계","구로구",합계,06시-08시,54,-,68
"2021","합계","구로구",합계,08시-10시,127,-,148
"2021","합계","구로구",합계,10시-12시,129,2,160
"2021","합계","구로구",합계,12시-14시,147,-,183
"2021","합계","구로구",합계,14시-16시,138,-,182
"2021","합계","구로구",합계,16시-18시,177,-,232
"2021","합계","구로구",합계,18시-20시,226,-,285
"2021","합계","구로구",합계,20시-22시,166,3,204
"2021","합계","구로구",합계,22시-24시,92,-,129
"2021","합계","금천구",합계,소계,827,16,1167
"2021","합계","금천구",합계,00시-02시,30,1,46
"2021","합계","금천구",합계,02시-04시,14,-,19
"2021","합계","금천구",합계,04시-06시,25,1,31
"2021","합계","금천구",합계,06시-08시,39,-,49
"2021","합계","금천구",합계,08시-10시,63,1,81
"2021","합계","금천구",합계,10시-12시,85,3,135
"2021","합계","금천구",합계,12시-14시,95,3,125
"2021","합계","금천구",합계,14시-16시,87,1,137
"2021","합계","금천구",합계,16시-18시,81,1,126
"2021","합계","금천구",합계,18시-20시,140,4,183
"2021","합계","금천구",합계,20시-22시,97,-,131
"2021","합계","금천구",합계,22시-24시,71,1,104
"2021","합계","영등포구",합계,소계,2178,15,2967
"2021","합계","영등포구",합계,00시-02시,74,-,111
"2021","합계","영등포구",합계,02시-04시,28,1,41
"2021","합계","영등포구",합계,04시-06시,52,2,70
"2021","합계","영등포구",합계,06시-08시,101,1,118
